session_id,user_id,channel,language,session_date,session_month,region,is_disabled,is_first_time_user,is_vulnerable_user,final_outcome,is_completed,is_abandoned,is_transferred,transfer_reason,total_duration_sec,total_turns,avg_asr_confidence,avg_intent_confidence,misunderstanding_rate,silence_rate,is_recovered,is_escalated,had_errors,user_turns,system_turns,total_error_turns,misunderstanding_turns,silence_turns,noise_turns,turn_error_rate_pct,repeat_intent_rate_pct,intent_service_lookup_count,intent_start_application_count,intent_repeat_count,intent_unknown_count,total_application_attempts,had_successful_application,applications_completed,applications_abandoned,applications_failed,services_attempted,primary_service_code,application_channel,avg_time_to_submit_sec,kpi_accessibility_segment,kpi_vulnerable_completed,kpi_disabled_completed,kpi_firsttime_completed,kpi_vulnerable_escalated,kpi_end_to_end_success,kpi_error_recovery_success,kpi_high_misunderstanding,kpi_high_silence,kpi_high_confusion,kpi_reached_application,kpi_application_success,ai_quality_score
S2905,U1046,voice,KINYARWANDA,"April 18, 2025","April 1, 2025",rural,0,1,1,completed,1,0,0,,110,9,0.83,0.79,0.17,0.33,1,1,0,5,1,3,1,2,0,50,16.7,2,2,1,1,2,1,2,0,0,"[ID_REPLACEMENT, LAND]",ID_REPLACEMENT,ussd,258,1,1,0,1,1,1,0,0,1,0,1,1,96.7
S2906,U1077,voice,KINYARWANDA,"March 10, 2025","March 1, 2025",rural,0,0,0,completed,1,0,0,,200,11,0.76,0.73,0,0.33,1,1,0,1,2,1,0,1,0,33.3,0,2,1,0,0,2,0,0,2,0,"[BIRTH_CERT, DL]",BIRTH_CERT,voice,,0,0,0,0,0,0,0,0,1,0,1,0,100
S2907,U1123,voice,KINYARWANDA,"January 9, 2025","January 1, 2025",rural,0,0,0,completed,1,0,0,,169,11,0.57,0.74,0,0.5,1,1,0,1,1,1,0,1,0,50,50,0,1,1,0,1,0,0,1,0,[LAND],LAND,voice,,0,0,0,0,0,0,0,0,1,1,1,0,95
S2908,U1074,voice,KINYARWANDA,"March 25, 2025","March 1, 2025",urban,0,0,0,transferred,0,0,1,repeated_errors,302,7,0.71,0.66,0,0,1,0,0,2,3,3,0,0,3,60,80,1,0,4,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,1,0,0,100
S2909,U1358,voice,KINYARWANDA,"January 28, 2025","January 1, 2025",urban,0,1,1,abandoned,0,1,0,repeated_errors,118,14,0.81,0.7,0,0,1,0,0,6,1,2,0,0,2,28.6,14.3,3,0,1,3,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,978,1,0,0,0,0,0,0,0,0,0,1,1,100
S2910,U1136,voice,KINYARWANDA,"January 26, 2025","January 1, 2025",rural,0,0,0,completed,1,0,0,,65,10,0.7,0.8,0.2,0,1,0,0,3,2,2,1,0,1,40,20,0,2,1,2,1,0,0,0,1,[LAND],LAND,voice,,0,0,0,0,0,0,0,0,0,0,1,0,100
S2911,U1089,voice,KINYARWANDA,"March 23, 2025","March 1, 2025",rural,0,1,1,completed,1,0,0,system,183,12,0.86,0.75,0.2,0,1,0,0,0,5,1,1,0,0,20,0,2,3,0,0,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,0,0,0,100
S2912,U1399,voice,KINYARWANDA,"March 24, 2025","March 1, 2025",urban,1,0,1,completed,1,0,0,,116,3,0.75,0.8,0,0.13,1,0,0,2,6,1,0,1,0,12.5,12.5,5,1,1,1,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,web,289,1,1,1,0,0,1,0,0,0,0,1,1,100
S2913,U1324,voice,KINYARWANDA,"January 3, 2025","January 1, 2025",urban,0,0,0,transferred,0,0,1,,143,11,0.81,0.75,0.4,0.2,0,0,0,2,3,3,2,1,0,60,40,0,1,2,2,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,1,0,1,0,0,80
S2914,U1499,voice,KINYARWANDA,"March 14, 2025","March 1, 2025",urban,0,0,0,abandoned,0,1,0,,257,10,0.81,0.81,0.33,0.17,0,0,0,5,1,3,2,1,0,50,16.7,2,2,1,1,1,0,0,0,1,[LAND],LAND,web,,0,0,0,0,0,0,0,1,0,0,1,0,85
S2915,U1060,voice,KINYARWANDA,"April 10, 2025","April 1, 2025",rural,0,0,0,completed,1,0,0,,120,8,0.77,0.59,0.29,0.14,0,0,0,2,5,4,2,1,1,57.1,42.9,1,2,3,1,1,1,1,0,0,[LAND],LAND,voice,600,0,0,0,0,0,1,0,0,0,1,1,1,94.3
S2916,U1137,voice,KINYARWANDA,"April 5, 2025","April 1, 2025",urban,0,0,0,abandoned,0,1,0,,207,5,0.86,0.68,0.13,0.25,1,0,0,5,3,3,1,2,0,37.5,12.5,3,1,1,3,1,0,0,0,1,[LAND],LAND,web,,0,0,0,0,0,0,0,0,0,0,1,0,100
S2917,U1049,voice,KINYARWANDA,"February 18, 2025","February 1, 2025",rural,0,1,1,completed,1,0,0,system,64,5,0.74,0.81,0.25,0.25,0,0,0,3,1,2,1,1,0,50,50,0,0,2,2,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,1,0,0,92.5
S2918,U1258,voice,KINYARWANDA,"January 17, 2025","January 1, 2025",rural,0,1,1,abandoned,0,1,0,,41,10,0.72,0.6,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,2,1,1,1,0,[ID_REPLACEMENT],ID_REPLACEMENT,ussd,404,1,0,0,0,0,0,0,0,0,0,1,1,100
S2919,U1460,voice,KINYARWANDA,"March 4, 2025","March 1, 2025",rural,1,1,1,completed,1,0,0,,99,7,0.84,0.74,0,0,1,0,0,3,1,0,0,0,0,0,25,1,0,1,2,0,0,0,0,0,[],,,,1,1,1,1,0,0,0,0,0,1,0,0,100
S2920,U1106,voice,KINYARWANDA,"February 24, 2025","February 1, 2025",rural,0,1,1,completed,1,0,0,,89,12,0.64,0.83,0,0.25,1,0,0,2,2,1,0,1,0,25,0,3,0,0,1,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,0,0,0,100
S2921,U1112,voice,KINYARWANDA,"January 23, 2025","January 1, 2025",urban,0,1,1,completed,1,0,0,repeated_errors,206,13,0.64,0.63,0.2,0.2,1,0,0,2,3,2,1,1,0,40,0,1,1,0,3,2,1,1,0,1,"[LAND, DL]",LAND,voice,575,1,1,0,1,0,1,0,0,0,0,1,1,100
S2922,U1349,voice,KINYARWANDA,"February 3, 2025","February 1, 2025",urban,0,1,1,completed,1,0,0,user_request,268,9,0.75,0.85,0.14,0.14,1,0,0,4,3,2,1,1,0,28.6,0,4,2,0,1,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,0,0,0,100
S2923,U1253,voice,KINYARWANDA,"April 15, 2025","April 1, 2025",rural,0,1,1,transferred,0,0,1,,264,7,0.74,0.73,0,0,1,0,0,0,4,0,0,0,0,0,0,2,1,0,1,2,1,1,0,1,[BIRTH_CERT],BIRTH_CERT,voice,"2,048",1,0,0,0,0,0,0,0,0,0,1,1,100
S2924,U1117,voice,KINYARWANDA,"April 15, 2025","April 1, 2025",rural,0,0,0,completed,1,0,0,,7,10,0.74,0.7,0.091,0.27,1,0,0,4,7,5,1,3,1,45.5,27.3,4,4,3,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,1,0,0,100
S2925,U1492,voice,KINYARWANDA,"March 10, 2025","March 1, 2025",rural,0,1,1,transferred,0,0,1,,33,12,0.83,0.72,0,0,1,0,0,3,3,1,0,0,1,16.7,33.3,3,1,2,0,0,0,0,0,0,[],,,,1,0,0,0,0,0,0,0,0,1,0,0,100
S2926,U1197,voice,KINYARWANDA,"January 15, 2025","January 1, 2025",urban,0,0,0,abandoned,0,1,0,,64,12,0.64,0.76,0.2,0.2,1,0,0,2,3,2,1,1,0,40,20,2,1,1,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,98
S2927,U1336,voice,KINYARWANDA,"February 16, 2025","February 1, 2025",urban,0,1,1,completed,1,0,0,,66,6,0.81,0.75,0,0,1,0,0,1,4,0,0,0,0,0,20,3,1,1,0,1,1,1,0,0,[LAND],LAND,web,561,1,1,0,1,0,1,0,0,0,0,1,1,100
S2928,U1364,voice,KINYARWANDA,"January 3, 2025","January 1, 2025",urban,0,0,0,completed,1,0,0,,48,4,0.79,0.83,0,0,1,0,0,3,0,0,0,0,0,0,33.3,1,0,1,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,1,0,0,100
S2929,U1050,voice,KINYARWANDA,"March 24, 2025","March 1, 2025",urban,0,0,0,completed,1,0,0,,65,5,0.77,0.74,0.11,0.22,1,0,0,3,6,3,1,2,0,33.3,22.2,3,3,2,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,1,0,0,100
S2930,U1244,voice,KINYARWANDA,"January 28, 2025","January 1, 2025",rural,0,0,0,abandoned,0,1,0,,267,10,0.79,0.72,0,0.17,1,0,0,2,4,3,0,1,2,50,16.7,1,2,1,2,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,web,667,0,0,0,0,0,0,0,0,0,0,1,1,100
S2931,U1402,voice,KINYARWANDA,"January 3, 2025","January 1, 2025",rural,0,1,1,completed,1,0,0,,188,13,0.74,0.68,0.67,0.17,0,0,0,3,3,5,4,1,0,83.3,0,1,4,0,1,2,1,1,0,1,"[ID_REPLACEMENT, DL]",ID_REPLACEMENT,ussd,61,1,1,0,1,0,1,0,1,0,0,1,1,86.7
S2932,U1425,voice,KINYARWANDA,"April 12, 2025","April 1, 2025",rural,1,0,1,completed,1,0,0,system,51,9,0.73,0.59,0.33,0.33,0,1,0,4,2,4,2,2,0,66.7,0,1,2,0,3,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,ussd,619,1,1,1,0,1,1,0,1,1,0,1,1,83.3
S2933,U1034,voice,KINYARWANDA,"January 4, 2025","January 1, 2025",urban,0,1,1,completed,1,0,0,system,81,4,0.75,0.75,0.17,0.5,1,1,0,4,2,4,1,3,0,66.7,33.3,0,1,2,3,0,0,0,0,0,[],,,,1,1,0,1,1,0,0,0,1,1,0,0,91.7
S2934,U1301,voice,KINYARWANDA,"March 29, 2025","March 1, 2025",rural,0,0,0,abandoned,0,1,0,repeated_errors,122,8,0.81,0.78,0.5,0,0,0,0,2,2,2,2,0,0,50,50,1,1,2,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,1,0,1,0,0,80
S2935,U1409,voice,KINYARWANDA,"January 31, 2025","January 1, 2025",rural,0,0,0,completed,1,0,0,,14,11,0.81,0.8,0.2,0,1,0,0,1,4,1,1,0,0,20,20,4,0,1,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,100
S2936,U1498,voice,KINYARWANDA,"February 14, 2025","February 1, 2025",urban,0,1,1,completed,1,0,0,,80,6,0.74,0.69,0.5,0,0,0,0,2,0,1,1,0,0,50,0,1,1,0,0,1,0,0,1,0,[ID_REPLACEMENT],ID_REPLACEMENT,web,,1,1,0,1,0,0,0,1,0,0,1,0,95
S2937,U1068,voice,KINYARWANDA,"February 28, 2025","February 1, 2025",rural,0,1,1,completed,1,0,0,,79,11,0.71,0.71,0.5,0,0,0,0,3,3,3,3,0,0,50,16.7,1,4,1,0,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,1,0,0,0,0,93.3
S2938,U1348,voice,KINYARWANDA,"February 14, 2025","February 1, 2025",rural,0,0,0,completed,1,0,0,repeated_errors,76,4,0.7,0.69,0.13,0.25,1,0,0,4,4,4,1,2,1,50,25,4,1,2,1,3,1,3,0,0,"[LAND, ID_REPLACEMENT]",ID_REPLACEMENT,voice,976.67,0,0,0,0,0,1,0,0,0,1,1,1,100
S2939,U1319,voice,KINYARWANDA,"March 16, 2025","March 1, 2025",rural,0,1,1,abandoned,0,1,0,,191,4,0.91,0.56,0.33,0,0,0,0,3,0,1,1,0,0,33.3,33.3,2,0,1,0,1,1,1,0,0,[LAND],LAND,web,301,1,0,0,0,0,0,0,1,0,1,1,1,86.7
S2940,U1420,voice,KINYARWANDA,"February 6, 2025","February 1, 2025",urban,0,1,1,completed,1,0,0,user_request,76,11,0.74,0.65,0.33,0,0,0,0,3,0,1,1,0,0,33.3,66.7,0,1,2,0,1,0,0,0,1,[BIRTH_CERT],BIRTH_CERT,voice,,1,1,0,1,0,0,0,1,0,1,1,0,93.3
S2941,U1467,voice,KINYARWANDA,"March 6, 2025","March 1, 2025",urban,0,1,1,abandoned,0,1,0,system,11,14,0.78,0.8,0.29,0.14,0,0,0,3,4,3,2,1,0,42.9,14.3,1,4,1,1,0,0,0,0,0,[],,,,1,0,0,0,0,0,0,0,0,0,0,0,87.1
S2942,U1048,voice,KINYARWANDA,"January 9, 2025","January 1, 2025",rural,0,0,0,abandoned,0,1,0,,202,9,0.75,0.71,0.29,0.29,0,0,0,6,1,6,2,2,2,85.7,0,2,4,0,1,2,1,1,0,1,"[BIRTH_CERT, LAND]",BIRTH_CERT,voice,419,0,0,0,0,0,0,0,0,0,0,1,1,85.7
S2943,U1404,voice,KINYARWANDA,"January 17, 2025","January 1, 2025",rural,0,0,0,abandoned,0,1,0,repeated_errors,57,9,0.78,0.66,0.17,0.5,1,1,0,4,2,4,1,3,0,66.7,0,4,2,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,1,0,0,0,85
S2944,U1073,voice,KINYARWANDA,"April 28, 2025","April 1, 2025",urban,0,1,1,abandoned,0,1,0,,42,3,0.66,0.75,0,0,1,0,0,3,2,0,0,0,0,0,0,3,2,0,0,1,0,0,1,0,[BIRTH_CERT],BIRTH_CERT,web,,1,0,0,0,0,0,0,0,0,0,1,0,100
S2945,U1191,voice,KINYARWANDA,"March 6, 2025","March 1, 2025",urban,0,0,0,completed,1,0,0,,59,13,0.77,0.78,0,0.14,1,0,0,5,2,1,0,1,0,14.3,14.3,2,3,1,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,100
S2946,U1260,voice,KINYARWANDA,"January 3, 2025","January 1, 2025",urban,0,1,1,completed,1,0,0,,273,8,0.72,0.45,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,0,0,0,100
S2947,U1355,voice,KINYARWANDA,"April 21, 2025","April 1, 2025",urban,0,0,0,abandoned,0,1,0,,20,9,0.65,0.77,0.22,0.22,1,0,0,7,2,4,2,2,0,44.4,11.1,3,2,1,3,1,1,1,0,0,[DL],DL,voice,617,0,0,0,0,0,0,0,0,0,0,1,1,97.8
S2948,U1069,voice,KINYARWANDA,"January 26, 2025","January 1, 2025",urban,0,1,1,completed,1,0,0,user_request,134,13,0.79,0.78,0,0.11,1,0,0,3,6,1,0,1,0,11.1,22.2,2,4,2,1,2,1,1,0,1,[LAND],LAND,voice,730,1,1,0,1,0,1,0,0,0,1,1,1,100
S2949,U1089,voice,KINYARWANDA,"February 22, 2025","February 1, 2025",rural,0,1,1,abandoned,0,1,0,,66,8,0.75,0.68,0,0.22,1,0,0,4,5,3,0,2,1,33.3,0,6,1,0,2,0,0,0,0,0,[],,,,1,0,0,0,0,0,0,0,0,0,0,0,100
S2950,U1259,voice,KINYARWANDA,"January 31, 2025","January 1, 2025",rural,0,0,0,completed,1,0,0,,130,8,0.7,0.88,0.25,0,0,0,0,1,3,1,1,0,0,25,25,1,1,1,1,1,0,0,0,1,[DL],DL,voice,,0,0,0,0,0,0,0,0,0,1,1,0,100
S2951,U1125,voice,KINYARWANDA,"January 26, 2025","January 1, 2025",rural,0,0,0,transferred,0,0,1,repeated_errors,23,4,0.63,0.69,0.6,0.2,0,0,0,2,3,4,3,1,0,80,0,2,1,0,2,1,1,1,0,0,[LAND],LAND,voice,"1,800",0,0,0,0,0,0,0,1,0,0,1,1,78
S2952,U1230,voice,KINYARWANDA,"January 23, 2025","January 1, 2025",urban,0,0,0,abandoned,0,1,0,repeated_errors,83,8,0.9,0.82,0,1,1,1,1,1,0,1,0,1,0,100,0,1,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,1,0,1,0,0,0,80
S2953,U1294,voice,KINYARWANDA,"January 30, 2025","January 1, 2025",rural,1,0,1,completed,1,0,0,,80,6,0.81,0.66,0.2,0.1,1,0,0,4,6,4,2,1,1,40,20,5,3,2,0,0,0,0,0,0,[],,,,1,1,1,0,0,0,0,0,0,0,0,0,100
S2954,U1497,voice,KINYARWANDA,"January 10, 2025","January 1, 2025",rural,0,0,0,completed,1,0,0,user_request,80,11,0.75,0.75,0.17,0.33,1,1,0,4,2,3,1,2,0,50,16.7,3,1,1,1,1,0,0,1,0,[LAND],LAND,ussd,,0,0,0,0,0,0,0,0,1,0,1,0,96.7
S2955,U1418,voice,KINYARWANDA,"March 13, 2025","March 1, 2025",urban,0,0,0,abandoned,0,1,0,repeated_errors,27,14,0.76,0.71,0.17,0.33,1,1,0,4,2,3,1,2,0,50,16.7,2,1,1,2,3,1,2,1,0,"[BIRTH_CERT, LAND]",BIRTH_CERT,ussd,481,0,0,0,0,0,0,0,0,1,0,1,1,86.7
S2956,U1128,voice,KINYARWANDA,"April 18, 2025","April 1, 2025",rural,1,1,1,abandoned,0,1,0,,51,3,0.74,0.7,0.75,0,0,0,0,2,2,3,3,0,0,75,25,1,2,1,0,1,1,1,0,0,[DL],DL,voice,511,1,0,0,0,0,0,0,1,0,1,1,1,75
S2957,U1279,voice,KINYARWANDA,"March 30, 2025","March 1, 2025",urban,0,0,0,completed,1,0,0,,100,10,0.88,0.76,0.2,0,1,0,0,2,3,1,1,0,0,20,40,2,1,2,0,1,0,0,1,0,[BIRTH_CERT],BIRTH_CERT,ussd,,0,0,0,0,0,0,0,0,0,1,1,0,100
S2958,U1312,voice,KINYARWANDA,"March 5, 2025","March 1, 2025",rural,0,0,0,transferred,0,0,1,,5,7,0.7,0.66,0.22,0.44,1,1,0,6,3,6,2,4,0,66.7,0,8,0,0,1,1,0,0,1,0,[LAND],LAND,ussd,,0,0,0,0,0,0,0,0,1,0,1,0,84.4
S2959,U1099,voice,KINYARWANDA,"January 22, 2025","January 1, 2025",rural,1,1,1,completed,1,0,0,user_request,22,3,0.75,0.71,0.29,0.29,0,0,0,3,4,4,2,2,0,57.1,28.6,4,0,2,1,1,1,1,0,0,[DL],DL,ussd,395,1,1,1,1,0,1,0,0,0,1,1,1,92.9
S2960,U1325,voice,KINYARWANDA,"January 15, 2025","January 1, 2025",urban,0,1,1,completed,1,0,0,repeated_errors,91,6,0.87,0.82,0.25,0.5,0,1,0,3,1,3,1,2,0,75,25,2,1,1,0,0,0,0,0,0,[],,,,1,1,0,1,1,0,0,0,1,1,0,0,80
S2961,U1296,voice,KINYARWANDA,"April 15, 2025","April 1, 2025",urban,0,1,1,transferred,0,0,1,user_request,109,3,0.7,0.8,0.14,0.14,1,0,0,3,4,2,1,1,0,28.6,28.6,1,4,2,0,1,1,1,0,0,[DL],DL,voice,549,1,0,0,0,0,0,0,0,0,1,1,1,100
S2962,U1181,voice,KINYARWANDA,"February 25, 2025","February 1, 2025",rural,0,1,1,transferred,0,0,1,,71,8,0.75,0.71,0.11,0.44,1,1,0,5,4,5,1,4,0,55.6,11.1,3,4,1,1,2,1,1,0,1,"[BIRTH_CERT, DL]",BIRTH_CERT,web,253,1,0,0,0,1,0,0,0,1,0,1,1,86.7
S2963,U1173,voice,KINYARWANDA,"March 15, 2025","March 1, 2025",rural,0,1,1,abandoned,0,1,0,,98,4,0.62,0.71,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,[LAND],LAND,web,"1,627",1,0,0,0,0,0,0,0,0,0,1,1,100
S2964,U1315,voice,KINYARWANDA,"January 20, 2025","January 1, 2025",urban,0,0,0,transferred,0,0,1,,55,7,0.81,0.8,0.5,0,0,0,0,0,2,1,1,0,0,50,100,0,0,2,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,web,278,0,0,0,0,0,0,0,1,0,1,1,1,75
S2965,U1363,voice,KINYARWANDA,"April 15, 2025","April 1, 2025",rural,0,0,0,completed,1,0,0,,188,9,0.69,0.67,0.25,0,0,0,0,3,1,1,1,0,0,25,25,2,0,1,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,1,0,0,100
S2966,U1187,voice,KINYARWANDA,"February 16, 2025","February 1, 2025",rural,0,1,1,transferred,0,0,1,repeated_errors,257,4,0.78,0.64,0.17,0.33,1,1,0,4,2,3,1,2,0,50,16.7,2,2,1,1,0,0,0,0,0,[],,,,1,0,0,0,1,0,0,0,1,0,0,0,86.7
S2967,U1056,voice,KINYARWANDA,"March 28, 2025","March 1, 2025",rural,0,0,0,completed,1,0,0,user_request,24,8,0.72,0.8,0.14,0.14,1,0,0,4,3,2,1,1,0,28.6,14.3,3,1,1,2,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,100
S2968,U1030,voice,KINYARWANDA,"February 22, 2025","February 1, 2025",urban,0,1,1,completed,1,0,0,,47,8,0.82,0.68,0.11,0.22,1,0,0,5,4,3,1,2,0,33.3,22.2,1,6,2,0,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,1,0,0,100
S2969,U1083,voice,KINYARWANDA,"February 22, 2025","February 1, 2025",rural,0,0,0,completed,1,0,0,,177,7,0.92,0.8,0.33,0,0,0,0,2,1,1,1,0,0,33.3,66.7,1,0,2,0,1,1,1,0,0,[LAND],LAND,web,"1,992",0,0,0,0,0,1,0,1,0,1,1,1,93.3
S2970,U1151,voice,KINYARWANDA,"January 1, 2025","January 1, 2025",rural,0,0,0,completed,1,0,0,,75,7,0.86,0.67,0,0,1,0,0,1,1,0,0,0,0,0,50,0,1,1,0,1,0,0,1,0,[LAND],LAND,voice,,0,0,0,0,0,0,0,0,0,1,1,0,100
S2971,U1472,voice,KINYARWANDA,"January 2, 2025","January 1, 2025",rural,0,0,0,completed,1,0,0,,151,5,0.61,0.63,0.5,0,0,0,0,2,0,1,1,0,0,50,0,2,0,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,voice,"1,742",0,0,0,0,0,1,0,1,0,0,1,1,95
S2972,U1035,voice,KINYARWANDA,"February 27, 2025","February 1, 2025",urban,0,0,0,completed,1,0,0,,500,12,0.7,0.51,0.5,0,0,0,0,3,1,2,2,0,0,50,25,1,2,1,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,1,0,1,0,0,92.5
S2973,U1212,voice,KINYARWANDA,"January 19, 2025","January 1, 2025",urban,0,1,1,completed,1,0,0,,65,12,0.74,0.69,0.25,0,0,0,0,5,3,3,2,0,1,37.5,0,2,5,0,1,1,1,1,0,0,[LAND],LAND,voice,203,1,1,0,1,0,1,0,0,0,0,1,1,100
S2974,U1413,voice,KINYARWANDA,"March 3, 2025","March 1, 2025",rural,0,1,1,completed,1,0,0,,77,13,0.84,0.75,0.17,0.33,1,1,0,3,3,4,1,2,1,66.7,0,3,2,0,1,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,605,1,1,0,1,1,1,0,0,1,0,1,1,98.3
S2975,U1407,voice,KINYARWANDA,"March 19, 2025","March 1, 2025",rural,0,0,0,abandoned,0,1,0,,3,14,0.81,0.9,0,0.25,1,0,0,1,3,1,0,1,0,25,0,1,2,0,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,100
S2976,U1363,voice,KINYARWANDA,"March 13, 2025","March 1, 2025",rural,0,0,0,completed,1,0,0,,245,4,0.74,0.73,0.4,0,0,0,0,3,2,2,2,0,0,40,60,1,1,3,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,1,0,1,0,0,92
S2977,U1105,voice,KINYARWANDA,"April 12, 2025","April 1, 2025",rural,0,1,1,completed,1,0,0,,158,9,0.77,0.78,0.14,0,1,0,0,5,2,3,1,0,2,42.9,14.3,3,2,1,1,2,1,1,1,0,"[DL, LAND]",DL,web,906,1,1,0,1,0,1,0,0,0,0,1,1,100
S2978,U1413,voice,KINYARWANDA,"January 12, 2025","January 1, 2025",rural,0,1,1,abandoned,0,1,0,repeated_errors,169,3,0.72,0.7,0.13,0.25,1,0,0,4,4,3,1,2,0,37.5,0,4,2,0,2,0,0,0,0,0,[],,,,1,0,0,0,0,0,0,0,0,0,0,0,100
S2979,U1341,voice,KINYARWANDA,"January 26, 2025","January 1, 2025",rural,0,0,0,transferred,0,0,1,,112,8,0.8,0.66,0,0.25,1,0,0,3,1,1,0,1,0,25,0,2,2,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,ussd,"1,088",0,0,0,0,0,0,0,0,0,0,1,1,100
S2980,U1219,voice,KINYARWANDA,"January 27, 2025","January 1, 2025",urban,0,1,1,abandoned,0,1,0,system,74,8,0.4,0.64,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0,0,0,0,0,0,0,100
S2981,U1390,voice,KINYARWANDA,"January 29, 2025","January 1, 2025",urban,0,1,1,completed,1,0,0,,195,5,0.79,0.7,0,0.25,1,0,0,6,2,2,0,2,0,25,12.5,3,3,1,1,2,1,2,0,0,"[LAND, DL]",LAND,voice,147,1,1,0,1,0,1,0,0,0,0,1,1,100
S2982,U1162,voice,KINYARWANDA,"January 15, 2025","January 1, 2025",urban,0,1,1,abandoned,0,1,0,,32,4,0.72,0.8,0.22,0.22,1,0,0,4,5,4,2,2,0,44.4,11.1,3,5,1,0,2,1,1,1,0,"[ID_REPLACEMENT, LAND]",ID_REPLACEMENT,voice,"1,835",1,0,0,0,0,0,0,0,0,0,1,1,97.8
S2983,U1438,voice,KINYARWANDA,"February 15, 2025","February 1, 2025",urban,0,1,1,completed,1,0,0,,217,14,0.66,0.67,0.13,0,1,0,0,3,5,1,1,0,0,12.5,12.5,2,3,1,2,1,1,1,0,0,[LAND],LAND,web,605,1,1,0,1,0,1,0,0,0,0,1,1,100
S2984,U1219,voice,KINYARWANDA,"April 27, 2025","April 1, 2025",urban,0,1,1,completed,1,0,0,,53,4,0.84,0.69,0,0,1,0,0,6,1,0,0,0,0,0,42.9,0,3,3,1,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,1,0,0,100
S2985,U1269,voice,KINYARWANDA,"January 1, 2025","January 1, 2025",rural,0,1,1,completed,1,0,0,user_request,75,11,0.74,0.72,0,0,1,0,0,4,2,0,0,0,0,0,16.7,3,2,1,0,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,0,0,0,100
S2986,U1119,voice,KINYARWANDA,"March 1, 2025","March 1, 2025",rural,0,1,1,abandoned,0,1,0,,104,13,0.66,0.65,0.2,0.1,1,0,0,6,4,3,2,1,0,30,10,2,4,1,3,0,0,0,0,0,[],,,,1,0,0,0,0,0,0,0,0,0,0,0,100
S2987,U1393,voice,KINYARWANDA,"April 17, 2025","April 1, 2025",urban,0,0,0,completed,1,0,0,system,104,7,0.72,0.64,0.57,0.14,0,0,0,5,2,5,4,1,0,71.4,0,3,3,0,1,2,1,1,0,1,"[LAND, ID_REPLACEMENT]",LAND,voice,994,0,0,0,0,0,1,0,1,0,0,1,1,90
S2988,U1335,voice,KINYARWANDA,"April 2, 2025","April 1, 2025",rural,0,0,0,completed,1,0,0,user_request,143,9,0.84,0.71,0,0.67,1,1,0,1,2,3,0,2,1,100,33.3,2,0,1,0,2,1,1,1,0,"[BIRTH_CERT, LAND]",BIRTH_CERT,web,148,0,0,0,0,0,1,0,0,1,1,1,1,93.3
S2989,U1399,voice,KINYARWANDA,"February 26, 2025","February 1, 2025",urban,1,0,1,completed,1,0,0,,29,14,0.73,0.68,0.5,0.25,0,0,0,3,1,4,2,1,1,100,0,1,2,0,1,0,0,0,0,0,[],,,,1,1,1,0,0,0,0,1,0,0,0,0,90
