turn_id,session_id,turn_number,speaker,detected_intent,intent_confidence,asr_confidence,error_type,turn_duration_sec,created_at
T8626,S2763,2,user,repeat,0.7,0.88,misunderstanding,13,2025-01-22
T8627,S2357,8,system,start_application,0.92,0.39,,4,2025-02-19
T8628,S2691,1,user,repeat,0.76,0.78,silence,6,2025-04-10
T8629,S2621,14,user,service_lookup,0.74,0.45,misunderstanding,3,2025-03-13
T8630,S2481,8,system,service_lookup,0.58,0.68,silence,4,2025-04-30
T8631,S2979,10,system,start_application,0.67,0.68,,11,2025-04-03
T8632,S3101,3,system,start_application,0.92,0.77,,12,2025-01-22
T8633,S2977,2,user,service_lookup,0.55,0.58,,2,2025-01-03
T8634,S2289,9,user,start_application,0.93,0.97,,2,2025-02-14
T8635,S2751,5,user,service_lookup,0.61,0.75,silence,10,2025-01-02
T8636,S2022,14,system,start_application,0.73,0.86,,13,2025-03-14
T8637,S2805,5,system,start_application,0.64,0.73,,4,2025-03-14
T8638,S2171,13,system,service_lookup,0.73,0.88,,6,2025-01-26
T8639,S2834,6,system,start_application,0.92,0.75,,4,2025-02-28
T8640,S2317,4,system,service_lookup,0.78,0.71,,11,2025-01-01
T8641,S2907,7,system,start_application,0.57,0.75,silence,4,2025-04-15
T8642,S2797,7,user,service_lookup,0.85,0.95,misunderstanding,12,2025-02-22
T8643,S2990,11,user,repeat,0.93,0.71,,10,2025-02-26
T8644,S2854,9,user,service_lookup,0.67,0.69,,8,2025-03-21
T8645,S2680,6,user,start_application,0.68,0.58,silence,11,2025-02-12
T8646,S2915,13,user,start_application,0.61,0.8,misunderstanding,12,2025-01-18
T8647,S3141,1,user,service_lookup,0.57,0.77,,13,2025-02-08
T8648,S3029,9,user,service_lookup,0.59,0.52,misunderstanding,14,2025-01-31
T8649,S2842,12,user,service_lookup,0.77,0.81,misunderstanding,2,2025-02-15
T8650,S2482,13,user,service_lookup,0.98,0.7,,12,2025-01-01
T8651,S2131,10,user,start_application,0.52,0.68,,3,2025-02-15
T8652,S3116,9,user,start_application,0.94,0.59,,8,2025-01-01
T8653,S2860,5,user,service_lookup,0.93,0.68,,2,2025-02-25
T8654,S2293,7,user,start_application,0.66,0.4,,2,2025-02-15
T8655,S2640,1,system,unknown,0.96,0.76,misunderstanding,12,2025-03-29
T8656,S2999,4,user,unknown,0.75,0.48,,7,2025-02-24
T8657,S2391,12,system,service_lookup,0.85,0.41,misunderstanding,11,2025-02-25
T8658,S2248,10,system,service_lookup,0.84,0.65,,3,2025-03-19
T8659,S2702,4,user,start_application,0.64,0.83,,13,2025-01-23
T8660,S3166,5,user,service_lookup,0.66,0.76,,10,2025-02-17
T8661,S2286,6,user,service_lookup,0.89,0.58,silence,13,2025-03-03
T8662,S2276,4,user,service_lookup,0.39,0.58,,8,2025-01-08
T8663,S2386,6,system,service_lookup,0.88,0.91,misunderstanding,8,2025-03-07
T8664,S2449,10,system,start_application,0.76,0.5,misunderstanding,11,2025-01-05
T8665,S2290,7,system,start_application,0.67,0.6,,6,2025-02-07
T8666,S3192,3,system,service_lookup,0.68,0.95,noise,6,2025-04-30
T8667,S2442,9,user,start_application,0.76,0.86,,14,2025-04-07
T8668,S2655,8,user,start_application,0.67,0.81,,4,2025-01-04
T8669,S3068,1,system,start_application,0.55,0.73,,9,2025-02-08
T8670,S2826,13,system,unknown,0.92,0.7,,12,2025-01-08
T8671,S2475,2,user,unknown,0.8,0.78,misunderstanding,11,2025-04-03
T8672,S2252,2,system,start_application,0.72,0.62,,5,2025-04-03
T8673,S2288,10,user,repeat,0.98,0.81,,12,2025-02-06
T8674,S2999,9,user,service_lookup,0.65,0.75,,3,2025-02-07
T8675,S2020,12,system,start_application,0.87,0.86,,14,2025-04-04
T8676,S2315,9,system,start_application,0.7,0.78,misunderstanding,14,2025-04-30
T8677,S2563,9,system,start_application,0.72,0.75,,2,2025-04-21
T8678,S2122,1,user,service_lookup,0.93,0.86,,5,2025-03-01
T8679,S2873,7,user,service_lookup,0.59,0.83,noise,3,2025-01-12
T8680,S2959,12,user,service_lookup,0.9,0.71,silence,11,2025-04-14
T8681,S2213,11,system,start_application,0.67,0.85,silence,7,2025-03-13
T8682,S2838,13,user,unknown,0.43,0.89,,14,2025-04-22
T8683,S2646,3,system,service_lookup,0.46,0.55,,12,2025-02-28
T8684,S2967,11,user,unknown,0.78,0.88,,12,2025-04-21
T8685,S2729,9,user,service_lookup,0.61,0.9,misunderstanding,11,2025-01-19
T8686,S2599,8,system,unknown,0.87,0.65,silence,12,2025-03-08
T8687,S2791,3,system,repeat,0.77,0.87,silence,11,2025-02-09
T8688,S2039,1,user,service_lookup,0.65,0.7,,8,2025-01-23
T8689,S2751,9,system,service_lookup,0.92,0.72,silence,9,2025-01-16
T8690,S2942,13,user,service_lookup,0.96,0.7,,2,2025-04-24
T8691,S2647,10,system,unknown,0.57,0.93,misunderstanding,12,2025-04-20
T8692,S2181,1,system,start_application,0.71,0.74,misunderstanding,10,2025-01-28
T8693,S2264,3,user,start_application,0.67,0.8,,13,2025-03-31
T8694,S2770,13,user,service_lookup,0.72,0.57,,10,2025-02-19
T8695,S2862,6,user,unknown,0.72,0.87,,5,2025-01-12
T8696,S2431,6,user,service_lookup,0.56,0.74,,2,2025-02-13
T8697,S2508,14,system,service_lookup,0.8,0.5,misunderstanding,9,2025-03-29
T8698,S2446,11,user,service_lookup,0.95,0.78,misunderstanding,4,2025-04-25
T8699,S2527,10,user,start_application,0.83,0.83,,2,2025-04-23
T8700,S2874,4,system,service_lookup,0.44,0.86,misunderstanding,4,2025-03-19
T8701,S3156,2,system,start_application,0.3,0.81,silence,3,2025-01-18
T8702,S3162,13,user,service_lookup,0.51,0.91,,11,2025-04-18
T8703,S2668,10,system,start_application,0.88,0.87,,8,2025-03-01
T8704,S2846,6,system,start_application,0.89,0.65,,13,2025-02-09
T8705,S2069,10,user,service_lookup,0.84,0.53,,14,2025-03-28
T8706,S2815,5,system,service_lookup,0.87,0.89,silence,7,2025-01-15
T8707,S3038,13,system,repeat,0.71,0.93,,10,2025-02-23
T8708,S3083,6,user,service_lookup,0.8,0.81,,12,2025-03-08
T8709,S2445,7,system,service_lookup,0.39,0.99,,14,2025-03-04
T8710,S3025,11,system,start_application,0.81,0.51,misunderstanding,3,2025-02-24
T8711,S2018,9,system,service_lookup,0.73,0.81,misunderstanding,12,2025-02-09
T8712,S2560,12,system,start_application,0.22,0.32,misunderstanding,9,2025-01-10
T8713,S3101,12,system,service_lookup,0.33,0.76,,4,2025-02-24
T8714,S2471,14,system,service_lookup,0.83,0.81,silence,6,2025-04-06
T8715,S2027,7,system,repeat,0.88,0.89,misunderstanding,12,2025-01-09
T8716,S2559,4,user,service_lookup,0.81,0.9,,14,2025-03-14
T8717,S2607,10,user,service_lookup,0.7,0.83,misunderstanding,10,2025-03-04
T8718,S3188,5,user,repeat,0.78,0.85,,10,2025-04-19
T8719,S2457,13,user,service_lookup,0.59,0.55,silence,2,2025-03-02
T8720,S2944,6,user,start_application,0.81,0.61,,3,2025-02-28
T8721,S3199,13,user,unknown,0.48,0.86,,7,2025-04-20
T8722,S2983,9,system,start_application,0.86,0.67,,14,2025-03-27
T8723,S2867,5,system,service_lookup,0.91,0.9,,2,2025-03-07
T8724,S3015,5,system,start_application,0.43,0.94,,3,2025-03-04
T8725,S2028,7,system,service_lookup,0.73,0.69,misunderstanding,11,2025-02-14
T8726,S2668,2,system,service_lookup,0.41,0.66,,9,2025-02-02
T8727,S2825,3,system,repeat,0.65,0.91,misunderstanding,7,2025-04-06
T8728,S2815,12,user,service_lookup,0.88,0.78,,11,2025-03-16
T8729,S2278,2,user,service_lookup,0.55,0.64,misunderstanding,2,2025-04-30
T8730,S2282,10,user,service_lookup,0.42,0.62,silence,4,2025-01-26
T8731,S3002,10,user,unknown,0.71,0.89,,7,2025-01-30
T8732,S2304,12,system,service_lookup,0.71,0.93,,2,2025-01-16
T8733,S2693,14,user,service_lookup,0.82,0.76,misunderstanding,8,2025-03-22
T8734,S2108,2,user,start_application,0.79,0.52,silence,7,2025-03-30
T8735,S2323,3,user,start_application,0.81,0.7,,7,2025-03-29
T8736,S2457,6,user,start_application,0.71,0.61,,11,2025-02-25
T8737,S2481,5,system,unknown,0.68,0.82,,9,2025-01-10
T8738,S2921,11,system,service_lookup,0.41,0.81,misunderstanding,13,2025-02-27
T8739,S2519,14,user,service_lookup,0.84,0.54,,2,2025-01-05
T8740,S3076,13,system,service_lookup,0.82,0.61,,2,2025-01-29
T8741,S2390,5,system,start_application,0.36,0.95,,8,2025-02-08
T8742,S2770,2,system,service_lookup,0.83,0.84,,12,2025-04-18
T8743,S2912,2,user,repeat,0.68,0.78,,2,2025-04-22
T8744,S3195,12,user,unknown,0.75,0.58,,10,2025-01-16
T8745,S2085,1,user,service_lookup,0.95,0.55,noise,11,2025-03-27
T8746,S2557,3,system,unknown,0.87,0.96,,7,2025-02-10
T8747,S2857,12,user,service_lookup,0.92,0.61,,3,2025-04-22
T8748,S3179,12,user,start_application,0.86,0.81,,13,2025-02-13
T8749,S2665,11,user,repeat,0.75,0.86,noise,7,2025-02-06
T8750,S3153,14,system,start_application,0.66,0.69,silence,7,2025-01-09
T8751,S2842,7,system,repeat,0.56,0.69,,3,2025-02-03
T8752,S3104,11,user,start_application,0.65,0.92,noise,7,2025-03-06
T8753,S2294,5,system,unknown,0.77,0.33,,6,2025-03-23
T8754,S2268,7,user,repeat,0.82,0.48,misunderstanding,8,2025-01-19
T8755,S2644,9,user,service_lookup,0.76,0.88,,12,2025-02-19
T8756,S2534,6,user,unknown,0.84,0.92,misunderstanding,10,2025-03-22
T8757,S2087,2,user,unknown,0.51,0.89,noise,10,2025-02-08
T8758,S2924,1,system,start_application,0.68,0.86,misunderstanding,14,2025-03-26
T8759,S2110,1,system,start_application,0.55,0.69,,9,2025-01-16
T8760,S2583,10,system,repeat,0.62,0.59,,4,2025-02-03
T8761,S3177,9,user,repeat,0.89,0.91,misunderstanding,14,2025-02-16
T8762,S2768,14,user,service_lookup,0.91,0.64,,6,2025-03-25
T8763,S3179,6,user,start_application,0.66,0.58,,4,2025-04-25
T8764,S2237,6,system,unknown,0.7,0.72,,8,2025-02-07
T8765,S2333,4,user,service_lookup,0.79,0.89,,2,2025-03-08
T8766,S2105,12,user,repeat,0.82,0.82,,2,2025-03-15
T8767,S2381,14,system,start_application,0.66,0.79,,12,2025-02-01
T8768,S2688,2,system,service_lookup,0.7,0.38,silence,11,2025-02-13
T8769,S2260,10,user,service_lookup,0.79,0.88,,12,2025-03-04
T8770,S2654,3,user,repeat,0.55,0.87,,6,2025-03-14
T8771,S2819,3,user,service_lookup,0.75,0.92,misunderstanding,6,2025-04-29
T8772,S2708,8,system,service_lookup,0.76,0.71,,8,2025-01-14
T8773,S2475,6,user,start_application,0.91,0.38,,10,2025-02-04
T8774,S2906,7,system,start_application,0.82,0.89,,8,2025-01-26
T8775,S2554,9,system,service_lookup,0.65,0.66,misunderstanding,8,2025-01-04
T8776,S2662,1,user,start_application,0.65,0.64,,12,2025-03-07
T8777,S2574,2,user,start_application,0.84,0.89,silence,12,2025-01-01
T8778,S2641,9,user,service_lookup,0.54,0.59,misunderstanding,10,2025-04-24
T8779,S2462,5,user,start_application,0.75,0.83,misunderstanding,14,2025-01-02
T8780,S2854,4,user,start_application,0.67,0.8,,9,2025-02-23
T8781,S2584,1,user,service_lookup,0.88,0.85,,2,2025-01-04
T8782,S2942,9,system,unknown,0.71,0.62,silence,13,2025-04-04
T8783,S2615,11,user,start_application,0.79,0.86,silence,6,2025-03-09
T8784,S2157,13,system,service_lookup,0.55,0.79,,12,2025-01-20
T8785,S2271,9,user,service_lookup,0.55,0.77,misunderstanding,3,2025-04-11
T8786,S2669,4,system,start_application,0.86,0.88,,11,2025-03-14
T8787,S2620,9,system,service_lookup,0.7,0.68,misunderstanding,11,2025-03-04
T8788,S2520,10,system,service_lookup,0.82,0.95,,4,2025-03-28
T8789,S2058,13,user,service_lookup,0.95,0.83,,12,2025-01-28
T8790,S2703,1,system,start_application,0.68,0.89,,3,2025-04-06
T8791,S2647,5,system,service_lookup,0.47,0.86,,11,2025-01-21
T8792,S2890,1,user,unknown,0.47,0.88,misunderstanding,5,2025-04-07
T8793,S2435,4,system,start_application,0.41,0.74,misunderstanding,2,2025-02-08
T8794,S2145,12,system,repeat,0.79,0.6,silence,7,2025-02-15
T8795,S2858,5,user,start_application,0.68,0.65,silence,11,2025-02-26
T8796,S2977,14,user,start_application,0.85,0.52,,11,2025-04-01
T8797,S2244,11,system,repeat,0.77,0.82,silence,13,2025-01-07
T8798,S2300,3,user,start_application,0.72,0.83,misunderstanding,9,2025-04-18
T8799,S2437,2,user,service_lookup,0.58,0.75,,8,2025-01-19
T8800,S2867,6,user,start_application,0.6,0.77,,2,2025-01-05
T8801,S2099,11,user,repeat,0.67,0.83,,11,2025-03-13
T8802,S2724,13,user,start_application,0.67,0.88,,13,2025-02-24
T8803,S2813,3,user,service_lookup,0.65,0.75,,6,2025-04-06
T8804,S2479,10,user,service_lookup,0.67,0.76,,2,2025-02-14
T8805,S2414,1,system,start_application,0.42,0.92,,10,2025-04-11
T8806,S2164,11,user,service_lookup,0.9,0.52,,14,2025-04-21
T8807,S2973,13,user,unknown,0.73,0.78,,11,2025-04-04
T8808,S3144,5,user,start_application,0.84,0.75,,9,2025-02-10
T8809,S2087,2,user,service_lookup,0.79,0.67,,6,2025-02-11
T8810,S2572,2,user,service_lookup,0.75,0.75,,11,2025-02-01
T8811,S2813,4,user,service_lookup,0.7,0.78,,11,2025-02-15
T8812,S2178,4,system,service_lookup,0.53,0.75,silence,5,2025-01-04
T8813,S2162,4,user,unknown,0.68,0.78,,5,2025-04-13
T8814,S2592,7,user,unknown,0.6,0.82,silence,12,2025-01-06
T8815,S3005,1,system,unknown,0.47,0.59,,10,2025-03-08
T8816,S3193,13,user,repeat,0.68,0.74,misunderstanding,13,2025-01-02
T8817,S2300,8,system,start_application,0.91,0.69,,2,2025-01-21
T8818,S2373,12,system,unknown,0.76,0.73,,11,2025-04-04
T8819,S2707,13,user,unknown,0.85,0.88,,13,2025-04-01
T8820,S2202,10,system,unknown,0.75,0.8,silence,4,2025-04-29
T8821,S2046,9,system,unknown,0.44,0.74,misunderstanding,11,2025-01-14
T8822,S2462,10,user,start_application,0.91,0.99,,6,2025-04-19
T8823,S2407,13,system,service_lookup,0.64,0.31,silence,5,2025-01-29
T8824,S2426,14,system,start_application,0.53,0.76,misunderstanding,2,2025-01-16
T8825,S2929,6,system,start_application,0.92,0.93,silence,12,2025-04-19
T8826,S2316,4,system,start_application,0.64,0.73,,8,2025-04-23
T8827,S2420,6,system,repeat,0.54,0.84,,9,2025-04-18
T8828,S2262,10,user,repeat,0.75,0.89,,4,2025-02-19
T8829,S2165,7,user,start_application,0.91,0.75,misunderstanding,8,2025-04-23
T8830,S2427,6,user,service_lookup,0.92,0.75,,4,2025-01-04
T8831,S2396,11,user,service_lookup,0.79,0.86,noise,11,2025-03-19
T8832,S2795,1,system,service_lookup,0.71,0.69,,3,2025-02-26
T8833,S2106,5,user,service_lookup,0.89,0.87,,8,2025-01-16
T8834,S2097,8,system,start_application,0.81,0.78,silence,13,2025-01-11
T8835,S2042,8,user,service_lookup,0.89,0.87,,7,2025-03-04
T8836,S2241,12,user,service_lookup,0.79,0.85,silence,7,2025-04-05
T8837,S2094,10,user,start_application,0.47,0.82,,8,2025-02-25
T8838,S2187,9,user,repeat,0.72,0.66,,10,2025-04-10
T8839,S2384,4,system,service_lookup,0.36,0.55,,6,2025-01-29
T8840,S2818,10,user,repeat,0.49,0.4,misunderstanding,3,2025-03-15
T8841,S3190,6,user,service_lookup,0.54,0.71,,7,2025-02-16
T8842,S3148,7,user,service_lookup,0.65,0.7,,12,2025-02-07
T8843,S2086,5,user,start_application,0.86,0.86,silence,4,2025-04-18
T8844,S2488,11,user,unknown,0.85,0.48,misunderstanding,10,2025-02-07
T8845,S2225,8,user,start_application,0.37,0.74,,8,2025-04-02
T8846,S2344,3,user,start_application,0.78,0.78,,6,2025-04-09
T8847,S2517,8,user,repeat,0.67,0.73,noise,5,2025-04-07
T8848,S3054,14,user,repeat,0.93,0.7,silence,5,2025-04-05
T8849,S2295,5,system,service_lookup,0.75,0.79,silence,11,2025-03-13
T8850,S2413,1,user,repeat,0.82,0.92,,6,2025-04-05
T8851,S2134,13,user,unknown,0.82,0.59,,7,2025-04-22
T8852,S2524,6,system,repeat,0.73,0.57,misunderstanding,8,2025-02-23
T8853,S3008,2,system,repeat,0.41,0.68,silence,11,2025-03-10
T8854,S2003,7,system,start_application,0.74,0.61,,11,2025-04-13
T8855,S2177,9,system,service_lookup,0.76,0.42,silence,10,2025-04-12
T8856,S2745,3,user,start_application,0.8,0.62,misunderstanding,5,2025-04-30
T8857,S2258,14,user,start_application,0.78,0.89,,7,2025-03-26
T8858,S2651,10,user,unknown,0.76,0.67,misunderstanding,8,2025-04-17
T8859,S3088,14,system,unknown,0.79,0.97,silence,12,2025-01-25
T8860,S3040,4,user,repeat,0.91,0.81,,10,2025-04-16
T8861,S2543,4,system,unknown,0.6,0.6,silence,2,2025-01-09
T8862,S2434,4,system,service_lookup,0.57,0.61,silence,9,2025-01-21
T8863,S2289,3,user,unknown,0.47,0.85,,12,2025-02-24
T8864,S2802,5,user,service_lookup,0.62,0.86,,7,2025-03-07
T8865,S2482,9,user,service_lookup,0.95,0.6,,6,2025-04-11
T8866,S2233,11,user,start_application,0.57,0.75,,4,2025-03-11
T8867,S2407,8,user,start_application,0.72,0.75,silence,4,2025-01-20
T8868,S2693,10,user,unknown,0.87,0.66,,4,2025-03-18
T8869,S3169,2,system,start_application,0.81,0.91,,4,2025-03-19
T8870,S2561,12,system,unknown,0.61,0.54,noise,7,2025-01-03
T8871,S2429,9,system,service_lookup,0.91,0.87,,7,2025-04-18
T8872,S2431,12,system,repeat,0.82,0.85,,5,2025-04-15
T8873,S2496,10,user,repeat,0.77,0.82,noise,13,2025-02-13
T8874,S2982,2,user,repeat,0.82,0.84,misunderstanding,10,2025-04-28
T8875,S3112,7,user,service_lookup,0.75,0.95,silence,10,2025-02-10
T8876,S2996,5,user,repeat,0.86,0.87,misunderstanding,14,2025-01-25
T8877,S2896,13,system,start_application,0.83,0.68,,12,2025-02-20
T8878,S2826,7,system,repeat,0.59,0.59,misunderstanding,14,2025-01-15
T8879,S2777,5,user,start_application,0.68,0.72,,6,2025-04-16
T8880,S2222,12,user,service_lookup,0.94,0.74,,8,2025-03-18
T8881,S2467,6,user,service_lookup,0.67,0.87,misunderstanding,6,2025-01-28
T8882,S2568,8,user,service_lookup,0.68,0.76,,14,2025-02-28
T8883,S2374,1,system,unknown,0.9,0.72,,5,2025-04-17
T8884,S3135,13,system,start_application,0.71,0.89,misunderstanding,4,2025-03-09
T8885,S2526,11,system,repeat,0.69,0.64,,10,2025-04-12
T8886,S2411,13,system,start_application,0.76,0.76,,3,2025-03-31
T8887,S2268,12,user,unknown,0.78,0.96,misunderstanding,9,2025-02-14
T8888,S2625,1,system,service_lookup,0.88,0.87,,5,2025-03-24
T8889,S3011,5,system,service_lookup,0.62,0.57,misunderstanding,14,2025-03-06
T8890,S2449,1,user,repeat,0.55,0.53,misunderstanding,9,2025-04-16
T8891,S2801,3,user,repeat,0.86,0.85,,3,2025-01-29
T8892,S2821,10,system,start_application,0.82,0.82,silence,8,2025-01-28
T8893,S2254,9,user,service_lookup,0.55,0.58,,4,2025-02-04
T8894,S2125,14,user,service_lookup,0.69,0.96,,12,2025-01-13
T8895,S2761,13,user,start_application,0.49,0.64,misunderstanding,6,2025-02-20
T8896,S2798,7,system,start_application,0.62,0.96,,5,2025-04-19
T8897,S2564,12,user,start_application,0.87,0.79,,3,2025-04-07
T8898,S2455,6,system,start_application,0.91,0.66,noise,14,2025-03-10
T8899,S3090,8,system,start_application,0.66,0.89,silence,9,2025-01-14
T8900,S3089,8,system,service_lookup,0.78,0.94,misunderstanding,9,2025-03-14
T8901,S2911,6,system,start_application,0.36,0.88,misunderstanding,11,2025-03-09
T8902,S2861,4,user,repeat,0.62,0.74,silence,8,2025-03-07
T8903,S2616,4,user,service_lookup,0.86,0.69,,13,2025-04-27
T8904,S2399,4,user,service_lookup,0.77,0.91,,7,2025-03-19
T8905,S2286,6,user,service_lookup,0.56,0.4,,9,2025-01-03
T8906,S2185,1,system,unknown,0.74,0.71,,8,2025-01-04
T8907,S2283,12,system,start_application,0.73,0.84,,10,2025-02-14
T8908,S2649,2,user,start_application,0.77,0.71,misunderstanding,9,2025-03-12
T8909,S2690,6,user,start_application,0.69,0.66,,7,2025-01-15
T8910,S2236,14,user,unknown,0.59,0.81,misunderstanding,7,2025-02-21
T8911,S3041,14,user,start_application,0.32,0.38,silence,11,2025-04-02
T8912,S2814,11,user,service_lookup,0.92,0.38,noise,12,2025-03-09
T8913,S2927,1,system,start_application,0.81,0.8,,3,2025-04-22
T8914,S2413,9,system,repeat,0.61,0.87,,9,2025-03-17
T8915,S2008,12,system,start_application,0.81,0.87,,7,2025-02-28
T8916,S2419,6,user,service_lookup,0.68,0.81,,3,2025-01-17
T8917,S2028,7,user,unknown,0.45,0.75,misunderstanding,12,2025-01-17
T8918,S2347,14,system,unknown,0.74,0.8,,12,2025-01-06
T8919,S2660,12,user,unknown,0.71,0.98,,3,2025-02-20
T8920,S2575,1,user,service_lookup,0.78,0.6,,3,2025-02-13
T8921,S2449,8,user,service_lookup,0.83,0.62,misunderstanding,3,2025-02-17
T8922,S2379,12,system,start_application,0.45,0.73,,13,2025-01-03
T8923,S2698,12,system,repeat,0.97,0.95,,4,2025-01-12
T8924,S2365,12,system,repeat,0.76,0.94,misunderstanding,7,2025-02-23
T8925,S3141,12,user,repeat,0.38,0.61,,6,2025-02-21
T8926,S2411,12,system,unknown,0.76,0.61,noise,4,2025-02-03
T8927,S2950,5,system,repeat,0.74,0.93,,8,2025-03-06
T8928,S2355,5,user,service_lookup,0.57,0.9,,5,2025-04-25
T8929,S2253,14,system,service_lookup,0.77,0.45,,3,2025-01-05
T8930,S2726,6,system,service_lookup,0.53,0.96,misunderstanding,11,2025-03-11
T8931,S2680,7,system,service_lookup,0.91,0.73,silence,13,2025-01-15
T8932,S3104,7,system,service_lookup,0.82,0.7,misunderstanding,2,2025-03-03
T8933,S3069,5,user,repeat,0.5,0.64,noise,5,2025-02-21
T8934,S3072,1,user,service_lookup,0.7,0.61,misunderstanding,9,2025-01-21
T8935,S2809,11,user,repeat,0.2,0.82,,3,2025-03-05
T8936,S2472,9,system,repeat,0.97,0.87,silence,12,2025-04-22
T8937,S2415,6,system,service_lookup,0.61,0.72,misunderstanding,4,2025-02-03
T8938,S2978,13,system,service_lookup,0.57,0.88,,7,2025-02-23
T8939,S2599,9,user,service_lookup,0.71,0.86,,4,2025-03-14
T8940,S3144,11,system,service_lookup,0.6,0.72,silence,10,2025-01-08
T8941,S3026,4,user,start_application,0.77,0.88,,14,2025-04-10
T8942,S2459,2,user,start_application,0.8,0.77,,14,2025-01-05
T8943,S2078,13,system,start_application,0.54,0.91,misunderstanding,11,2025-03-31
T8944,S2774,13,user,service_lookup,0.51,0.64,,4,2025-03-14
T8945,S3094,3,user,start_application,0.62,0.74,silence,4,2025-01-21
T8946,S2895,12,user,start_application,0.85,0.87,silence,12,2025-04-17
T8947,S2057,4,user,service_lookup,0.81,0.47,,8,2025-03-28
T8948,S2623,10,user,service_lookup,0.76,0.83,,4,2025-03-28
T8949,S2047,12,system,unknown,0.46,0.64,misunderstanding,5,2025-04-30
T8950,S2838,8,system,service_lookup,0.88,0.82,misunderstanding,11,2025-04-02
T8951,S2164,3,user,repeat,0.76,0.87,,5,2025-03-12
T8952,S2329,8,user,service_lookup,0.75,0.92,misunderstanding,8,2025-04-08
T8953,S3144,6,user,service_lookup,0.7,0.85,misunderstanding,10,2025-04-03
T8954,S2212,4,system,start_application,0.79,0.77,,7,2025-03-29
T8955,S2506,14,user,unknown,0.92,0.61,,11,2025-02-24
T8956,S2915,7,user,repeat,0.59,0.75,misunderstanding,12,2025-01-27
T8957,S2800,14,user,service_lookup,0.79,0.69,silence,9,2025-02-24
T8958,S2167,11,user,unknown,0.72,0.73,noise,8,2025-01-21
T8959,S2994,13,system,start_application,0.56,0.82,silence,12,2025-02-03
T8960,S2829,5,user,service_lookup,0.84,0.71,,5,2025-03-17
T8961,S2995,5,user,service_lookup,0.71,0.46,,6,2025-01-17
T8962,S2986,9,user,start_application,0.49,0.56,silence,13,2025-01-06
T8963,S2786,13,system,start_application,0.68,0.85,,6,2025-01-01
T8964,S2426,3,system,service_lookup,0.62,0.81,,11,2025-04-29
T8965,S3015,10,user,unknown,0.72,0.96,,11,2025-01-09
T8966,S3033,4,user,repeat,0.6,0.79,silence,3,2025-02-11
T8967,S3143,5,system,repeat,0.56,0.66,,9,2025-03-27
T8968,S2772,1,user,start_application,0.46,0.84,,2,2025-02-07
T8969,S3081,7,system,start_application,0.82,0.9,,7,2025-01-01
T8970,S3151,8,user,service_lookup,0.74,0.91,,3,2025-01-28
T8971,S2716,6,user,start_application,0.47,0.8,misunderstanding,7,2025-03-21
T8972,S2085,9,system,unknown,0.66,0.75,,13,2025-03-15
T8973,S2103,3,system,start_application,0.82,0.67,misunderstanding,5,2025-04-03
T8974,S2142,2,system,service_lookup,0.82,0.78,silence,14,2025-04-20
T8975,S2204,5,system,service_lookup,0.62,0.66,silence,9,2025-03-19
T8976,S2640,13,user,unknown,0.77,0.95,misunderstanding,11,2025-04-30
T8977,S3061,9,system,service_lookup,0.71,0.66,,9,2025-02-15
T8978,S3075,11,system,repeat,0.91,0.88,,7,2025-01-13
T8979,S2000,1,user,start_application,0.8,0.83,,14,2025-03-07
T8980,S2010,1,user,start_application,0.85,0.79,,13,2025-01-20
T8981,S2746,10,user,repeat,0.45,0.71,,4,2025-04-29
T8982,S2955,3,user,service_lookup,0.66,0.77,silence,3,2025-03-07
T8983,S2754,10,system,start_application,0.38,0.65,,8,2025-01-18
T8984,S2517,3,user,service_lookup,0.54,0.52,,7,2025-03-10
T8985,S3031,5,user,start_application,0.85,0.93,,10,2025-01-26
T8986,S2004,4,system,service_lookup,0.65,0.92,misunderstanding,2,2025-03-09
T8987,S2693,6,user,service_lookup,0.79,0.77,silence,4,2025-04-13
T8988,S2111,12,system,repeat,0.55,0.86,,7,2025-04-05
T8989,S3003,8,system,start_application,0.71,0.82,,14,2025-01-04
T8990,S2272,8,user,service_lookup,0.51,0.87,,6,2025-02-14
T8991,S2421,11,user,start_application,0.88,0.53,misunderstanding,14,2025-02-26
T8992,S2264,4,user,start_application,0.59,0.72,,3,2025-01-11
T8993,S2211,1,system,start_application,0.48,0.71,misunderstanding,6,2025-03-07
T8994,S3101,13,user,unknown,0.74,0.85,silence,9,2025-01-09
T8995,S2781,14,user,repeat,0.96,0.79,,10,2025-03-18
T8996,S2665,14,user,service_lookup,0.75,0.73,silence,10,2025-04-30
T8997,S2368,7,system,start_application,0.52,0.59,silence,7,2025-03-03
T8998,S2957,6,user,service_lookup,0.93,0.87,,10,2025-02-11
T8999,S2346,5,system,service_lookup,0.67,0.83,noise,6,2025-04-27
T9000,S2024,4,system,unknown,0.54,0.9,,3,2025-01-16
T9001,S2975,6,system,start_application,0.83,0.55,,7,2025-03-23
T9002,S2416,8,system,unknown,0.82,0.69,,10,2025-02-06
T9003,S2514,6,user,service_lookup,0.79,0.6,,13,2025-01-29
T9004,S2214,3,user,service_lookup,0.81,0.83,misunderstanding,10,2025-02-01
T9005,S3135,9,system,service_lookup,0.67,0.5,,11,2025-03-23
T9006,S2953,3,user,service_lookup,0.18,0.87,misunderstanding,2,2025-04-01
