s.session_id,s.user_id,channel,language,total_duration_sec,s.total_turns,final_outcome,is_completed,is_abandoned,is_transferred,transfer_reason,session_date,session_month,region,is_disabled,is_first_time_user,is_vulnerable_user,avg_asr_confidence,avg_intent_confidence,misunderstanding_rate,silence_rate,is_recovered,is_escalated,had_errors,user_turns,system_turns,total_error_turns,misunderstanding_turns,silence_turns,noise_turns,turn_error_rate_pct,repeat_intent_rate_pct,intent_service_lookup_count,intent_start_application_count,intent_repeat_count,intent_unknown_count,avg_turn_intent_confidence,avg_turn_asr_confidence,total_application_attempts,had_successful_application,applications_completed,applications_abandoned,applications_failed,services_attempted,primary_service_code,application_channel,avg_time_to_submit_sec,high_confusion_session,high_misunderstanding_session,high_silence_session,had_application_attempt,end_to_end_success,vulnerable_user_completed
S2927,U1336,voice,KINYARWANDA,66,6,completed,1,0,0,,"February 16, 2025","February 1, 2025",urban,0,1,1,0.81,0.75,0,0,1,0,0,1,4,0,0,0,0,0,20,3,1,1,0,0,0,1,1,1,0,0,[LAND],LAND,web,561,0,0,0,1,1,1
S2928,U1364,voice,KINYARWANDA,48,4,completed,1,0,0,,"January 3, 2025","January 1, 2025",urban,0,0,0,0.79,0.83,0,0,1,0,0,3,0,0,0,0,0,0,33.3,1,0,1,1,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2929,U1050,voice,KINYARWANDA,65,5,completed,1,0,0,,"March 24, 2025","March 1, 2025",urban,0,0,0,0.77,0.74,0.11,0.22,1,0,0,3,6,3,1,2,0,33.3,22.2,3,3,2,1,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2930,U1244,voice,KINYARWANDA,267,10,abandoned,0,1,0,,"January 28, 2025","January 1, 2025",rural,0,0,0,0.79,0.72,0,0.17,1,0,0,2,4,3,0,1,2,50,16.7,1,2,1,2,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,web,667,0,0,0,1,0,0
S2931,U1402,voice,KINYARWANDA,188,13,completed,1,0,0,,"January 3, 2025","January 1, 2025",rural,0,1,1,0.74,0.68,0.67,0.17,0,0,0,3,3,5,4,1,0,83.3,0,1,4,0,1,0,0,2,1,1,0,1,"[ID_REPLACEMENT, DL]",ID_REPLACEMENT,ussd,61,0,1,0,1,1,1
S2932,U1425,voice,KINYARWANDA,51,9,completed,1,0,0,system,"April 12, 2025","April 1, 2025",rural,1,0,1,0.73,0.59,0.33,0.33,0,1,0,4,2,4,2,2,0,66.7,0,1,2,0,3,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,ussd,619,0,1,1,1,1,1
S2933,U1034,voice,KINYARWANDA,81,4,completed,1,0,0,system,"January 4, 2025","January 1, 2025",urban,0,1,1,0.75,0.75,0.17,0.5,1,1,0,4,2,4,1,3,0,66.7,33.3,0,1,2,3,0,0,0,0,0,0,0,[],,,,1,0,1,0,0,1
S2934,U1301,voice,KINYARWANDA,122,8,abandoned,0,1,0,repeated_errors,"March 29, 2025","March 1, 2025",rural,0,0,0,0.81,0.78,0.5,0,0,0,0,2,2,2,2,0,0,50,50,1,1,2,0,0,0,0,0,0,0,0,[],,,,1,1,0,0,0,0
S2935,U1409,voice,KINYARWANDA,14,11,completed,1,0,0,,"January 31, 2025","January 1, 2025",rural,0,0,0,0.81,0.8,0.2,0,1,0,0,1,4,1,1,0,0,20,20,4,0,1,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2936,U1498,voice,KINYARWANDA,80,6,completed,1,0,0,,"February 14, 2025","February 1, 2025",urban,0,1,1,0.74,0.69,0.5,0,0,0,0,2,0,1,1,0,0,50,0,1,1,0,0,0,0,1,0,0,1,0,[ID_REPLACEMENT],ID_REPLACEMENT,web,,0,1,0,1,0,1
S2937,U1068,voice,KINYARWANDA,79,11,completed,1,0,0,,"February 28, 2025","February 1, 2025",rural,0,1,1,0.71,0.71,0.5,0,0,0,0,3,3,3,3,0,0,50,16.7,1,4,1,0,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,1
S2938,U1348,voice,KINYARWANDA,76,4,completed,1,0,0,repeated_errors,"February 14, 2025","February 1, 2025",rural,0,0,0,0.7,0.69,0.13,0.25,1,0,0,4,4,4,1,2,1,50,25,4,1,2,1,0,0,3,1,3,0,0,"[LAND, ID_REPLACEMENT]",ID_REPLACEMENT,voice,976.67,1,0,0,1,1,0
S2939,U1319,voice,KINYARWANDA,191,4,abandoned,0,1,0,,"March 16, 2025","March 1, 2025",rural,0,1,1,0.91,0.56,0.33,0,0,0,0,3,0,1,1,0,0,33.3,33.3,2,0,1,0,0,0,1,1,1,0,0,[LAND],LAND,web,301,1,1,0,1,0,0
S2940,U1420,voice,KINYARWANDA,76,11,completed,1,0,0,user_request,"February 6, 2025","February 1, 2025",urban,0,1,1,0.74,0.65,0.33,0,0,0,0,3,0,1,1,0,0,33.3,66.7,0,1,2,0,0,0,1,0,0,0,1,[BIRTH_CERT],BIRTH_CERT,voice,,1,1,0,1,0,1
S2941,U1467,voice,KINYARWANDA,11,14,abandoned,0,1,0,system,"March 6, 2025","March 1, 2025",urban,0,1,1,0.78,0.8,0.29,0.14,0,0,0,3,4,3,2,1,0,42.9,14.3,1,4,1,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2942,U1048,voice,KINYARWANDA,202,9,abandoned,0,1,0,,"January 9, 2025","January 1, 2025",rural,0,0,0,0.75,0.71,0.29,0.29,0,0,0,6,1,6,2,2,2,85.7,0,2,4,0,1,0,0,2,1,1,0,1,"[BIRTH_CERT, LAND]",BIRTH_CERT,voice,419,0,0,0,1,0,0
S2943,U1404,voice,KINYARWANDA,57,9,abandoned,0,1,0,repeated_errors,"January 17, 2025","January 1, 2025",rural,0,0,0,0.78,0.66,0.17,0.5,1,1,0,4,2,4,1,3,0,66.7,0,4,2,0,0,0,0,0,0,0,0,0,[],,,,0,0,1,0,0,0
S2944,U1073,voice,KINYARWANDA,42,3,abandoned,0,1,0,,"April 28, 2025","April 1, 2025",urban,0,1,1,0.66,0.75,0,0,1,0,0,3,2,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,1,0,[BIRTH_CERT],BIRTH_CERT,web,,0,0,0,1,0,0
S2945,U1191,voice,KINYARWANDA,59,13,completed,1,0,0,,"March 6, 2025","March 1, 2025",urban,0,0,0,0.77,0.78,0,0.14,1,0,0,5,2,1,0,1,0,14.3,14.3,2,3,1,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2946,U1260,voice,KINYARWANDA,273,8,completed,1,0,0,,"January 3, 2025","January 1, 2025",urban,0,1,1,0.72,0.45,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,1
S2947,U1355,voice,KINYARWANDA,20,9,abandoned,0,1,0,,"April 21, 2025","April 1, 2025",urban,0,0,0,0.65,0.77,0.22,0.22,1,0,0,7,2,4,2,2,0,44.4,11.1,3,2,1,3,0,0,1,1,1,0,0,[DL],DL,voice,617,0,0,0,1,0,0
S2948,U1069,voice,KINYARWANDA,134,13,completed,1,0,0,user_request,"January 26, 2025","January 1, 2025",urban,0,1,1,0.79,0.78,0,0.11,1,0,0,3,6,1,0,1,0,11.1,22.2,2,4,2,1,0,0,2,1,1,0,1,[LAND],LAND,voice,730,1,0,0,1,1,1
S2949,U1089,voice,KINYARWANDA,66,8,abandoned,0,1,0,,"February 22, 2025","February 1, 2025",rural,0,1,1,0.75,0.68,0,0.22,1,0,0,4,5,3,0,2,1,33.3,0,6,1,0,2,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2950,U1259,voice,KINYARWANDA,130,8,completed,1,0,0,,"January 31, 2025","January 1, 2025",rural,0,0,0,0.7,0.88,0.25,0,0,0,0,1,3,1,1,0,0,25,25,1,1,1,1,0,0,1,0,0,0,1,[DL],DL,voice,,1,0,0,1,0,0
S2951,U1125,voice,KINYARWANDA,23,4,transferred,0,0,1,repeated_errors,"January 26, 2025","January 1, 2025",rural,0,0,0,0.63,0.69,0.6,0.2,0,0,0,2,3,4,3,1,0,80,0,2,1,0,2,0,0,1,1,1,0,0,[LAND],LAND,voice,"1,800",0,1,0,1,0,0
S2952,U1230,voice,KINYARWANDA,83,8,abandoned,0,1,0,repeated_errors,"January 23, 2025","January 1, 2025",urban,0,0,0,0.9,0.82,0,1,1,1,1,1,0,1,0,1,0,100,0,1,0,0,0,0,0,0,0,0,0,0,[],,,,0,0,1,0,0,0
S2953,U1294,voice,KINYARWANDA,80,6,completed,1,0,0,,"January 30, 2025","January 1, 2025",rural,1,0,1,0.81,0.66,0.2,0.1,1,0,0,4,6,4,2,1,1,40,20,5,3,2,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,1
S2954,U1497,voice,KINYARWANDA,80,11,completed,1,0,0,user_request,"January 10, 2025","January 1, 2025",rural,0,0,0,0.75,0.75,0.17,0.33,1,1,0,4,2,3,1,2,0,50,16.7,3,1,1,1,0,0,1,0,0,1,0,[LAND],LAND,ussd,,0,0,1,1,0,0
S2955,U1418,voice,KINYARWANDA,27,14,abandoned,0,1,0,repeated_errors,"March 13, 2025","March 1, 2025",urban,0,0,0,0.76,0.71,0.17,0.33,1,1,0,4,2,3,1,2,0,50,16.7,2,1,1,2,0,0,3,1,2,1,0,"[BIRTH_CERT, LAND]",BIRTH_CERT,ussd,481,0,0,1,1,0,0
S2956,U1128,voice,KINYARWANDA,51,3,abandoned,0,1,0,,"April 18, 2025","April 1, 2025",rural,1,1,1,0.74,0.7,0.75,0,0,0,0,2,2,3,3,0,0,75,25,1,2,1,0,0,0,1,1,1,0,0,[DL],DL,voice,511,1,1,0,1,0,0
S2957,U1279,voice,KINYARWANDA,100,10,completed,1,0,0,,"March 30, 2025","March 1, 2025",urban,0,0,0,0.88,0.76,0.2,0,1,0,0,2,3,1,1,0,0,20,40,2,1,2,0,0,0,1,0,0,1,0,[BIRTH_CERT],BIRTH_CERT,ussd,,1,0,0,1,0,0
S2958,U1312,voice,KINYARWANDA,5,7,transferred,0,0,1,,"March 5, 2025","March 1, 2025",rural,0,0,0,0.7,0.66,0.22,0.44,1,1,0,6,3,6,2,4,0,66.7,0,8,0,0,1,0,0,1,0,0,1,0,[LAND],LAND,ussd,,0,0,1,1,0,0
S2959,U1099,voice,KINYARWANDA,22,3,completed,1,0,0,user_request,"January 22, 2025","January 1, 2025",rural,1,1,1,0.75,0.71,0.29,0.29,0,0,0,3,4,4,2,2,0,57.1,28.6,4,0,2,1,0,0,1,1,1,0,0,[DL],DL,ussd,395,1,0,0,1,1,1
S2960,U1325,voice,KINYARWANDA,91,6,completed,1,0,0,repeated_errors,"January 15, 2025","January 1, 2025",urban,0,1,1,0.87,0.82,0.25,0.5,0,1,0,3,1,3,1,2,0,75,25,2,1,1,0,0,0,0,0,0,0,0,[],,,,1,0,1,0,0,1
S2961,U1296,voice,KINYARWANDA,109,3,transferred,0,0,1,user_request,"April 15, 2025","April 1, 2025",urban,0,1,1,0.7,0.8,0.14,0.14,1,0,0,3,4,2,1,1,0,28.6,28.6,1,4,2,0,0,0,1,1,1,0,0,[DL],DL,voice,549,1,0,0,1,0,0
S2962,U1181,voice,KINYARWANDA,71,8,transferred,0,0,1,,"February 25, 2025","February 1, 2025",rural,0,1,1,0.75,0.71,0.11,0.44,1,1,0,5,4,5,1,4,0,55.6,11.1,3,4,1,1,0,0,2,1,1,0,1,"[BIRTH_CERT, DL]",BIRTH_CERT,web,253,0,0,1,1,0,0
S2963,U1173,voice,KINYARWANDA,98,4,abandoned,0,1,0,,"March 15, 2025","March 1, 2025",rural,0,1,1,0.62,0.71,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1,0,0,[LAND],LAND,web,"1,627",0,0,0,1,0,0
S2964,U1315,voice,KINYARWANDA,55,7,transferred,0,0,1,,"January 20, 2025","January 1, 2025",urban,0,0,0,0.81,0.8,0.5,0,0,0,0,0,2,1,1,0,0,50,100,0,0,2,0,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,web,278,1,1,0,1,0,0
S2965,U1363,voice,KINYARWANDA,188,9,completed,1,0,0,,"April 15, 2025","April 1, 2025",rural,0,0,0,0.69,0.67,0.25,0,0,0,0,3,1,1,1,0,0,25,25,2,0,1,1,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2966,U1187,voice,KINYARWANDA,257,4,transferred,0,0,1,repeated_errors,"February 16, 2025","February 1, 2025",rural,0,1,1,0.78,0.64,0.17,0.33,1,1,0,4,2,3,1,2,0,50,16.7,2,2,1,1,0,0,0,0,0,0,0,[],,,,0,0,1,0,0,0
S2967,U1056,voice,KINYARWANDA,24,8,completed,1,0,0,user_request,"March 28, 2025","March 1, 2025",rural,0,0,0,0.72,0.8,0.14,0.14,1,0,0,4,3,2,1,1,0,28.6,14.3,3,1,1,2,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2968,U1030,voice,KINYARWANDA,47,8,completed,1,0,0,,"February 22, 2025","February 1, 2025",urban,0,1,1,0.82,0.68,0.11,0.22,1,0,0,5,4,3,1,2,0,33.3,22.2,1,6,2,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,1
S2969,U1083,voice,KINYARWANDA,177,7,completed,1,0,0,,"February 22, 2025","February 1, 2025",rural,0,0,0,0.92,0.8,0.33,0,0,0,0,2,1,1,1,0,0,33.3,66.7,1,0,2,0,0,0,1,1,1,0,0,[LAND],LAND,web,"1,992",1,1,0,1,1,0
S2970,U1151,voice,KINYARWANDA,75,7,completed,1,0,0,,"January 1, 2025","January 1, 2025",rural,0,0,0,0.86,0.67,0,0,1,0,0,1,1,0,0,0,0,0,50,0,1,1,0,0,0,1,0,0,1,0,[LAND],LAND,voice,,1,0,0,1,0,0
S2971,U1472,voice,KINYARWANDA,151,5,completed,1,0,0,,"January 2, 2025","January 1, 2025",rural,0,0,0,0.61,0.63,0.5,0,0,0,0,2,0,1,1,0,0,50,0,2,0,0,0,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,voice,"1,742",0,1,0,1,1,0
S2972,U1035,voice,KINYARWANDA,500,12,completed,1,0,0,,"February 27, 2025","February 1, 2025",urban,0,0,0,0.7,0.51,0.5,0,0,0,0,3,1,2,2,0,0,50,25,1,2,1,0,0,0,0,0,0,0,0,[],,,,1,1,0,0,0,0
S2973,U1212,voice,KINYARWANDA,65,12,completed,1,0,0,,"January 19, 2025","January 1, 2025",urban,0,1,1,0.74,0.69,0.25,0,0,0,0,5,3,3,2,0,1,37.5,0,2,5,0,1,0,0,1,1,1,0,0,[LAND],LAND,voice,203,0,0,0,1,1,1
S2974,U1413,voice,KINYARWANDA,77,13,completed,1,0,0,,"March 3, 2025","March 1, 2025",rural,0,1,1,0.84,0.75,0.17,0.33,1,1,0,3,3,4,1,2,1,66.7,0,3,2,0,1,0,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,605,0,0,1,1,1,1
S2975,U1407,voice,KINYARWANDA,3,14,abandoned,0,1,0,,"March 19, 2025","March 1, 2025",rural,0,0,0,0.81,0.9,0,0.25,1,0,0,1,3,1,0,1,0,25,0,1,2,0,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2976,U1363,voice,KINYARWANDA,245,4,completed,1,0,0,,"March 13, 2025","March 1, 2025",rural,0,0,0,0.74,0.73,0.4,0,0,0,0,3,2,2,2,0,0,40,60,1,1,3,0,0,0,0,0,0,0,0,[],,,,1,1,0,0,0,0
S2977,U1105,voice,KINYARWANDA,158,9,completed,1,0,0,,"April 12, 2025","April 1, 2025",rural,0,1,1,0.77,0.78,0.14,0,1,0,0,5,2,3,1,0,2,42.9,14.3,3,2,1,1,0,0,2,1,1,1,0,"[DL, LAND]",DL,web,906,0,0,0,1,1,1
S2978,U1413,voice,KINYARWANDA,169,3,abandoned,0,1,0,repeated_errors,"January 12, 2025","January 1, 2025",rural,0,1,1,0.72,0.7,0.13,0.25,1,0,0,4,4,3,1,2,0,37.5,0,4,2,0,2,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2979,U1341,voice,KINYARWANDA,112,8,transferred,0,0,1,,"January 26, 2025","January 1, 2025",rural,0,0,0,0.8,0.66,0,0.25,1,0,0,3,1,1,0,1,0,25,0,2,2,0,0,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,ussd,"1,088",0,0,0,1,0,0
S2980,U1219,voice,KINYARWANDA,74,8,abandoned,0,1,0,system,"January 27, 2025","January 1, 2025",urban,0,1,1,0.4,0.64,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2981,U1390,voice,KINYARWANDA,195,5,completed,1,0,0,,"January 29, 2025","January 1, 2025",urban,0,1,1,0.79,0.7,0,0.25,1,0,0,6,2,2,0,2,0,25,12.5,3,3,1,1,0,0,2,1,2,0,0,"[LAND, DL]",LAND,voice,147,0,0,0,1,1,1
S2982,U1162,voice,KINYARWANDA,32,4,abandoned,0,1,0,,"January 15, 2025","January 1, 2025",urban,0,1,1,0.72,0.8,0.22,0.22,1,0,0,4,5,4,2,2,0,44.4,11.1,3,5,1,0,0,0,2,1,1,1,0,"[ID_REPLACEMENT, LAND]",ID_REPLACEMENT,voice,"1,835",0,0,0,1,0,0
S2983,U1438,voice,KINYARWANDA,217,14,completed,1,0,0,,"February 15, 2025","February 1, 2025",urban,0,1,1,0.66,0.67,0.13,0,1,0,0,3,5,1,1,0,0,12.5,12.5,2,3,1,2,0,0,1,1,1,0,0,[LAND],LAND,web,605,0,0,0,1,1,1
S2984,U1219,voice,KINYARWANDA,53,4,completed,1,0,0,,"April 27, 2025","April 1, 2025",urban,0,1,1,0.84,0.69,0,0,1,0,0,6,1,0,0,0,0,0,42.9,0,3,3,1,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,1
S2985,U1269,voice,KINYARWANDA,75,11,completed,1,0,0,user_request,"January 1, 2025","January 1, 2025",rural,0,1,1,0.74,0.72,0,0,1,0,0,4,2,0,0,0,0,0,16.7,3,2,1,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,1
S2986,U1119,voice,KINYARWANDA,104,13,abandoned,0,1,0,,"March 1, 2025","March 1, 2025",rural,0,1,1,0.66,0.65,0.2,0.1,1,0,0,6,4,3,2,1,0,30,10,2,4,1,3,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2987,U1393,voice,KINYARWANDA,104,7,completed,1,0,0,system,"April 17, 2025","April 1, 2025",urban,0,0,0,0.72,0.64,0.57,0.14,0,0,0,5,2,5,4,1,0,71.4,0,3,3,0,1,0,0,2,1,1,0,1,"[LAND, ID_REPLACEMENT]",LAND,voice,994,0,1,0,1,1,0
S2988,U1335,voice,KINYARWANDA,143,9,completed,1,0,0,user_request,"April 2, 2025","April 1, 2025",rural,0,0,0,0.84,0.71,0,0.67,1,1,0,1,2,3,0,2,1,100,33.3,2,0,1,0,0,0,2,1,1,1,0,"[BIRTH_CERT, LAND]",BIRTH_CERT,web,148,1,0,1,1,1,0
S2989,U1399,voice,KINYARWANDA,29,14,completed,1,0,0,,"February 26, 2025","February 1, 2025",urban,1,0,1,0.73,0.68,0.5,0.25,0,0,0,3,1,4,2,1,1,100,0,1,2,0,1,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,1
S2990,U1181,voice,KINYARWANDA,97,7,transferred,0,0,1,,"January 3, 2025","January 1, 2025",rural,0,1,1,0.7,0.69,0.3,0.2,0,0,0,4,6,5,3,2,0,50,30,2,5,3,0,0,0,1,0,0,0,1,[DL],DL,voice,,1,0,0,1,0,0
S2991,U1478,voice,KINYARWANDA,134,9,abandoned,0,1,0,repeated_errors,"April 25, 2025","April 1, 2025",urban,0,0,0,0.75,0.75,0,0,1,0,0,6,1,0,0,0,0,0,14.3,4,1,1,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2992,U1105,voice,KINYARWANDA,27,6,completed,1,0,0,,"January 18, 2025","January 1, 2025",rural,0,1,1,0.73,0.74,0.29,0.29,0,0,0,4,3,5,2,2,1,71.4,0,4,3,0,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,1
S2993,U1216,voice,KINYARWANDA,76,10,abandoned,0,1,0,repeated_errors,"February 21, 2025","February 1, 2025",rural,0,1,1,0.72,0.72,0.29,0,0,0,0,4,3,2,2,0,0,28.6,0,2,2,0,3,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2994,U1204,voice,KINYARWANDA,259,13,completed,1,0,0,,"March 1, 2025","March 1, 2025",urban,1,0,1,0.86,0.7,0.25,0.25,0,0,0,1,3,2,1,1,0,50,0,0,4,0,0,0,0,1,1,1,0,0,[DL],DL,web,100,0,0,0,1,1,1
S2995,U1069,voice,KINYARWANDA,68,12,abandoned,0,1,0,,"February 3, 2025","February 1, 2025",urban,0,1,1,0.66,0.73,0.33,0,0,0,0,1,2,1,1,0,0,33.3,33.3,1,1,1,0,0,0,0,0,0,0,0,[],,,,1,1,0,0,0,0
S2996,U1043,voice,KINYARWANDA,188,13,completed,1,0,0,,"April 6, 2025","April 1, 2025",urban,0,0,0,0.81,0.82,0.14,0,1,0,0,4,3,1,1,0,0,14.3,14.3,2,2,1,2,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2997,U1328,voice,KINYARWANDA,94,12,transferred,0,0,1,,"April 3, 2025","April 1, 2025",rural,0,0,0,0.81,0.72,0.33,0,0,0,0,3,3,2,2,0,0,33.3,16.7,2,2,1,1,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,0
S2998,U1300,voice,KINYARWANDA,307,9,completed,1,0,0,user_request,"March 30, 2025","March 1, 2025",rural,0,1,1,0.61,0.69,0.38,0.13,0,0,0,3,5,4,3,1,0,50,12.5,3,3,1,1,0,0,1,0,0,0,1,[BIRTH_CERT],BIRTH_CERT,ussd,,0,1,0,1,0,1
S2999,U1227,voice,KINYARWANDA,87,12,abandoned,0,1,0,,"March 1, 2025","March 1, 2025",rural,0,1,1,0.77,0.69,0,0.13,1,0,0,6,2,1,0,1,0,12.5,25,3,2,2,1,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S3000,U1183,voice,KINYARWANDA,103,7,completed,1,0,0,user_request,"January 26, 2025","January 1, 2025",urban,0,0,0,0.79,0.58,0.67,0,0,0,0,2,4,4,4,0,0,66.7,16.7,1,2,1,2,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,voice,986,0,1,0,1,1,0
S3001,U1106,voice,KINYARWANDA,191,13,completed,1,0,0,,"April 13, 2025","April 1, 2025",rural,0,1,1,0.67,0.89,0.25,0.25,0,0,0,2,2,2,1,1,0,50,0,4,0,0,0,0,0,2,1,1,0,1,"[ID_REPLACEMENT, BIRTH_CERT]",ID_REPLACEMENT,web,"1,256",0,0,0,1,1,1
S3002,U1083,voice,KINYARWANDA,44,8,completed,1,0,0,,"March 13, 2025","March 1, 2025",rural,0,0,0,0.83,0.73,0.25,0.25,0,0,0,2,2,2,1,1,0,50,25,1,1,1,1,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S3003,U1337,voice,KINYARWANDA,63,7,completed,1,0,0,,"January 19, 2025","January 1, 2025",urban,0,0,0,0.72,0.71,0,0,1,0,0,1,6,0,0,0,0,0,14.3,4,2,1,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S3004,U1249,voice,KINYARWANDA,362,9,completed,1,0,0,,"April 28, 2025","April 1, 2025",urban,0,0,0,0.75,0.7,0.29,0.14,0,0,0,4,3,3,2,1,0,42.9,14.3,3,3,1,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S3005,U1362,voice,KINYARWANDA,56,14,abandoned,0,1,0,,"April 21, 2025","April 1, 2025",rural,0,0,0,0.75,0.59,0.17,0,0,0,0,2,4,1,1,0,0,16.7,0,3,0,0,3,0,0,1,1,1,0,0,[DL],DL,web,190,0,0,0,1,0,0
S3006,U1440,voice,KINYARWANDA,108,4,completed,1,0,0,,"April 16, 2025","April 1, 2025",rural,0,0,0,0.76,0.65,0,0.33,1,1,0,1,2,1,0,1,0,33.3,0,2,1,0,0,0,0,0,0,0,0,0,[],,,,0,0,1,0,0,0
S3007,U1020,voice,KINYARWANDA,144,7,abandoned,0,1,0,user_request,"January 22, 2025","January 1, 2025",urban,0,0,0,0.82,0.74,0,0.25,1,0,0,3,1,1,0,1,0,25,0,1,2,0,1,0,0,1,1,1,0,0,[LAND],LAND,voice,"1,030",0,0,0,1,0,0
S3008,U1195,voice,KINYARWANDA,286,12,abandoned,0,1,0,,"April 3, 2025","April 1, 2025",rural,0,0,0,0.72,0.75,0.2,0.2,1,0,0,1,4,3,1,1,1,60,20,1,2,1,1,0,0,2,1,2,0,0,"[BIRTH_CERT, LAND]",BIRTH_CERT,ussd,967.5,0,0,0,1,0,0
S3009,U1177,voice,KINYARWANDA,16,5,abandoned,0,1,0,,"February 2, 2025","February 1, 2025",rural,0,1,1,0.64,0.53,0,0.5,0,1,0,1,1,1,0,1,0,50,0,0,1,0,1,0,0,1,0,0,1,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,,0,0,1,1,0,0
S3010,U1416,voice,KINYARWANDA,36,11,abandoned,0,1,0,user_request,"February 7, 2025","February 1, 2025",rural,0,1,1,0.82,0.73,0,0,1,0,0,3,1,1,0,0,1,25,0,3,1,0,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S3011,U1474,voice,KINYARWANDA,168,8,abandoned,0,1,0,repeated_errors,"April 19, 2025","April 1, 2025",rural,1,1,1,0.71,0.58,0.4,0,0,0,0,2,3,2,2,0,0,40,20,3,1,1,0,0,0,2,1,2,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,407.5,0,1,0,1,0,0
S3012,U1006,voice,KINYARWANDA,291,12,completed,1,0,0,,"April 20, 2025","April 1, 2025",rural,0,0,0,0.67,0.75,0,0.25,1,0,0,4,0,1,0,1,0,25,0,0,1,0,3,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S3013,U1069,voice,KINYARWANDA,169,5,abandoned,0,1,0,,"February 4, 2025","February 1, 2025",urban,0,1,1,0.82,0.63,0.14,0,1,0,0,4,3,2,1,0,1,28.6,0,1,5,0,1,0,0,1,1,1,0,0,[LAND],LAND,web,660,0,0,0,1,0,0
S3014,U1126,voice,KINYARWANDA,32,9,completed,1,0,0,user_request,"April 17, 2025","April 1, 2025",urban,0,1,1,0.85,0.88,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,1
S3015,U1398,voice,KINYARWANDA,63,6,abandoned,0,1,0,repeated_errors,"March 8, 2025","March 1, 2025",urban,1,0,1,0.86,0.73,0.25,0,0,0,0,3,1,1,1,0,0,25,0,2,1,0,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S3016,U1465,voice,KINYARWANDA,166,5,abandoned,0,1,0,,"March 24, 2025","March 1, 2025",rural,0,1,1,0.71,0.61,0.25,0,0,0,0,1,3,1,1,0,0,25,25,2,0,1,1,0,0,1,0,0,1,0,[DL],DL,voice,,1,0,0,1,0,0
S3017,U1159,voice,KINYARWANDA,39,10,completed,1,0,0,,"January 10, 2025","January 1, 2025",urban,0,1,1,0.68,0.72,0.71,0,0,0,0,3,4,5,5,0,0,71.4,0,5,2,0,0,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,1
